mmsi1,mmsi2,distance_km,sog1,cog1,cog_diff_1,sog_diff_1,lat_rad_1,lon_rad_1,length_1,vessel_type_1,sog2,cog2,cog_diff_2,sog_diff_2,lat_rad_2,lon_rad_2,length_2,vessel_type_2,TCPA,DCPA,tcpa_type,base_date_time,movement_state,anomaly_dcpa_tcpa
205670000.0,368024740.0,1.6652745584008437,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,94.7,,,0.5890001023948808,-2.06325249441816,21.0,50.0,0.0,0.0289197856686859,static,2025-06-01,anchored,False
205670000.0,368031490.0,34.62728736405868,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,261.6,,,0.5929960337173219,-2.0672435388186954,27.0,37.0,0.0,0.6025575385221569,static,2025-06-01,anchored,False
205670000.0,368084540.0,6.327891454884901,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,255.2,,,0.5888714716290088,-2.064341405338479,28.0,52.0,0.0,0.1105559180925444,static,2025-06-01,anchored,False
205670000.0,368090430.0,20.410467467507072,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,8.9,74.3,,,0.5878059481206663,-2.066835306306654,11.0,36.0,-0.0216178245571218,0.0084314322143955,dynamic,2025-06-01,moving,False
205670000.0,368124160.0,13.033095552472911,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,263.9,,,0.5885990257327726,-2.0607029174468465,10.0,37.0,0.0,0.2277178255817457,static,2025-06-01,anchored,False
205670000.0,368124560.0,9.452813461392102,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,161.8,,,0.58910010976102,-2.0614214694998925,12.0,36.0,0.0,0.1651070279369527,static,2025-06-01,anchored,False
205670000.0,368136950.0,2.2028785914391484,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,7.0,246.7,,,0.5885168207250036,-2.0634612357966984,27.0,52.0,0.0027947658562591,0.0126360217513403,dynamic,2025-06-01,moving,False
205670000.0,368165030.0,6.611873132426474,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,251.5,,,0.5885848885658314,-2.064387482030732,10.0,52.0,0.0,0.1155087909462686,static,2025-06-01,anchored,False
205670000.0,368165770.0,34.58704244487751,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,291.8,,,0.593004934896507,-2.067217882478691,8.0,31.0,0.0,0.6018409786876752,static,2025-06-01,anchored,False
205670000.0,368171260.0,4.71679812226956,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,72.0,,,0.5887198025170105,-2.064045222964416,18.0,52.0,0.0,0.0824152492840067,static,2025-06-01,anchored,False
205670000.0,368171390.0,4.707323319367521,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,347.8,,,0.5887206751816364,-2.064043477635164,26.0,52.0,0.0,0.0822497497460725,static,2025-06-01,anchored,False
205670000.0,368180390.0,6.328890815509073,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,358.0,,,0.5885361938797007,-2.0643218576508566,10.0,36.0,0.0,0.1105493799350717,static,2025-06-01,anchored,False
205670000.0,368228010.0,6.516897447362171,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,5.8,338.1,,,0.5884841830679913,-2.0643429761348058,11.0,36.0,0.0012645981852396,0.113003564605228,dynamic,2025-06-01,moving,False
205670000.0,368264950.0,34.564068923369284,0.0,176.2,,,0.5887513929764716,-2.0631558031776,334.0,80.0,0.0,204.7,,,0.5929991753099754,-2.067219627807943,9.0,31.0,0.0,0.6014446717851333,static,2025-06-01,anchored,False
